Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2020-05-22,214.31,227.62,211.52,226.24,47250847,0,0.0
2020-05-25,272.57,286.52,261.98,272.63,70050560,0,0.0
2020-05-26,392.27,407.2,380.27,387.24,113004955,0,0.0
2020-05-27,194.79,197.81,189.7,193.22,80985129,0,0.0
2020-05-28,243.11,249.36,230.18,244.06,58866822,0,0.0
2020-05-29,346.67,358.16,333.03,333.26,27998017,0,0.0
2020-06-01,188.64,199.23,184.12,193.03,52451369,0,0.0
2020-06-02,143.09,145.82,128.33,139.06,108683479,0,0.0
2020-06-03,206.93,219.26,204.39,213.87,64987331,0,0.0
2020-06-04,168.37,172.12,164.94,166.68,54052395,0,0.0
2020-06-05,398.91,402.66,395.74,400.68,19102553,0,0.0
2020-06-08,362.44,370.73,348.98,350.97,43266442,0,0.0
2020-06-09,310.02,319.12,300.03,303.83,59674343,0,0.0
2020-06-10,381.44,390.35,378.73,388.93,90543722,0,0.0
2020-06-11,361.1,362.93,354.22,360.65,28474284,0,0.0
2020-06-12,175.97,189.19,166.55,166.86,58293890,0,0.0
2020-06-15,387.77,392.12,386.06,387.57,65806795,0,0.0
2020-06-16,281.8,284.18,268.5,271.86,101903273,0,0.0
2020-06-17,362.23,375.62,350.08,357.0,77606106,0,0.0
2020-06-18,388.83,403.19,381.0,386.49,17112368,0,0.0
2020-06-19,215.4,228.4,200.88,202.6,42609269,0,0.0
2020-06-22,153.02,165.26,146.46,155.09,55373185,0,0.0
2020-06-23,188.38,198.38,173.61,191.76,82985200,0,0.0
2020-06-24,248.13,256.62,237.95,249.28,38213953,0,0.0
2020-06-25,365.4,367.16,355.7,363.41,70229755,0,0.0
2020-06-26,378.22,384.64,375.31,376.07,20782197,0,0.0
2020-06-29,122.09,127.99,108.8,127.06,112978397,0,0.0
2020-06-30,273.22,277.49,266.52,275.72,28317715,0,0.0
2020-07-01,245.22,256.21,242.37,253.51,94007515,0,0.0
2020-07-02,186.63,194.32,185.95,192.84,94806232,0,0.0
2020-07-03,155.96,157.64,147.34,156.95,93967903,0,0.0
2020-07-06,221.28,224.97,213.13,219.57,47308604,0,0.0
2020-07-07,402.87,413.28,391.94,396.21,35849083,0,0.0
2020-07-08,216.96,218.56,203.55,212.81,38888169,0,0.0
2020-07-09,275.64,288.48,273.99,284.75,77632743,0,0.0
2020-07-10,330.91,338.59,319.8,333.67,63617184,0,0.0
2020-07-13,229.09,236.56,225.87,231.44,16418060,0,0.0
2020-07-14,411.53,420.62,398.59,400.1,36005303,0,0.0
2020-07-15,408.73,421.19,396.35,405.57,19639022,0,0.0
2020-07-16,195.53,201.07,187.19,199.97,40657039,0,0.0
2020-07-17,269.17,279.5,258.37,270.72,67600341,3,0.0
2020-07-20,210.26,218.96,205.2,212.61,39465875,0,0.0
2020-07-21,205.45,209.82,198.12,201.27,74628273,0,0.0
2020-07-22,131.07,144.31,118.66,128.11,74042154,0,0.0
2020-07-23,302.87,314.93,295.71,312.92,99571418,0,0.0
2020-07-24,270.8,280.85,265.11,275.6,81147880,0,0.0
2020-07-27,135.44,148.27,127.77,143.91,56997785,0,0.0
2020-07-28,203.59,216.67,191.08,202.71,16683032,0,0.0
2020-07-29,392.48,403.25,387.12,397.29,112107265,0,5.0
2020-07-30,191.87,204.51,188.85,192.74,37009867,0,0.0
2020-07-31,163.47,174.08,152.65,167.77,98629479,1,0.0
2020-08-03,266.84,277.2,254.36,264.13,20954632,0,0.0
2020-08-04,415.7,425.17,413.74,418.8,73765512,0,0.0
2020-08-05,192.62,204.03,188.64,198.63,97028383,0,0.0
2020-08-06,321.64,324.44,319.08,324.1,51900577,0,0.0
2020-08-07,348.49,361.76,342.94,344.14,74972646,0,0.0
2020-08-10,191.29,204.43,184.26,200.9,42381819,0,0.0
2020-08-11,338.46,339.38,327.1,330.69,101536512,3,0.0
2020-08-12,230.33,242.8,220.39,230.34,86284146,0,0.0
2020-08-13,309.69,312.06,300.19,300.45,87564347,0,0.0
2020-08-14,310.06,315.42,304.45,307.75,38641763,0,0.0
2020-08-17,280.73,292.01,268.03,280.08,94015319,0,0.0
2020-08-18,147.09,149.92,139.76,140.33,117430709,0,0.0
2020-08-19,370.59,382.95,355.89,369.18,78058842,0,0.0
2020-08-20,216.23,228.8,206.53,227.18,51128129,0,0.0
2020-08-21,175.96,183.82,173.63,174.7,47532126,0,0.0
2020-08-24,132.23,132.82,121.93,130.25,119264248,0,0.0
2020-08-25,297.27,301.93,292.06,296.1,113286785,0,0.0
2020-08-26,323.27,332.72,312.82,325.86,97320668,0,0.0
2020-08-27,124.98,139.71,123.47,127.7,81075147,0,0.0
2020-08-28,273.63,283.29,270.59,272.62,76766811,0,0.0
2020-08-31,187.95,192.22,175.04,177.8,56450835,0,0.0
2020-09-01,313.55,323.24,309.76,310.71,21097020,0,0.0
2020-09-02,172.31,180.64,159.67,163.56,16196311,0,0.0
2020-09-03,327.28,339.09,322.73,333.6,96619860,0,0.0
2020-09-04,236.02,238.07,226.2,236.67,44609865,0,0.0
2020-09-07,401.02,412.55,390.45,408.44,81341485,0,0.0
2020-09-08,161.26,169.61,153.33,164.48,45760593,0,0.0
2020-09-09,222.32,236.78,217.39,219.53,25675927,0,0.0
2020-09-10,154.04,159.5,150.46,153.07,96416865,0,0.0
2020-09-11,397.41,407.08,396.43,399.73,62322239,0,0.0
2020-09-14,383.2,397.21,378.29,383.02,97716985,0,0.0
2020-09-15,197.38,199.37,187.41,193.57,16462603,2,0.0
2020-09-16,318.0,332.09,303.89,318.99,93518263,0,0.0
2020-09-17,365.17,375.64,352.04,360.46,48691077,0,0.0
2020-09-18,286.56,288.04,274.95,279.58,112511084,0,0.0
2020-09-21,278.9,283.76,266.97,280.88,66983779,0,0.0
2020-09-22,192.56,203.33,182.42,198.92,49741269,0,0.0
2020-09-23,147.93,149.41,143.66,145.43,30116926,0,0.0
2020-09-24,389.16,398.1,375.51,396.15,59378959,0,0.0
2020-09-25,390.13,395.65,379.9,394.91,65385335,0,0.0
2020-09-28,309.93,319.43,301.3,307.22,61992088,0,0.0
2020-09-29,221.71,222.87,219.6,220.76,101376352,0,0.0
2020-09-30,224.76,237.9,217.78,227.95,115429987,0,0.0
2020-10-01,337.79,352.41,330.61,351.13,104059475,0,0.0
2020-10-02,389.13,403.68,376.09,400.27,51183569,0,0.0
2020-10-05,386.13,397.5,377.7,379.73,95296229,0,0.0
2020-10-06,353.96,356.35,347.94,351.24,77595266,0,0.0
2020-10-07,312.61,324.1,297.95,312.42,30614614,0,0.0
2020-10-08,145.24,146.1,143.13,144.62,19776415,0,0.0
2020-10-09,168.49,169.31,161.86,163.3,42205484,0,0.0
2020-10-12,389.57,394.76,388.46,393.87,109294138,0,0.0
2020-10-13,301.93,309.52,290.7,303.44,97322831,0,0.0
2020-10-14,122.76,134.43,108.95,130.3,92468612,0,0.0
2020-10-15,150.44,160.85,145.88,158.74,38985603,0,0.0
2020-10-16,319.05,326.02,306.1,321.01,72223828,0,0.0
2020-10-19,121.52,125.99,116.78,120.83,52416039,0,0.0
2020-10-20,168.24,183.2,154.53,172.03,26917042,0,0.0
2020-10-21,284.62,291.3,273.19,276.09,35901606,0,0.0
2020-10-22,327.57,334.62,315.4,328.35,84765086,0,0.0
2020-10-23,315.59,318.46,314.83,315.48,63189133,0,0.0
2020-10-26,187.28,199.3,172.82,191.2,58070149,0,0.0
2020-10-27,333.65,344.21,322.61,327.57,62375247,0,0.0
2020-10-28,191.17,194.87,186.25,187.26,52821420,0,0.0
2020-10-29,217.62,219.31,205.09,207.44,25176828,0,0.0
2020-10-30,343.95,354.32,339.37,339.4,20459501,0,0.0
2020-11-02,314.89,324.88,301.74,318.37,56129759,0,0.0
2020-11-03,374.77,379.23,372.64,377.47,19013582,0,0.0
2020-11-04,317.28,331.57,306.58,319.45,17872875,0,0.0
2020-11-05,290.49,293.18,282.15,283.93,92327760,0,0.0
2020-11-06,148.1,154.87,146.2,146.92,96683112,0,0.0
2020-11-09,230.31,244.49,226.3,226.65,114513653,0,0.0
2020-11-10,199.56,206.15,198.88,200.08,67173294,0,0.0
2020-11-11,193.2,202.96,185.9,201.1,39747780,0,0.0
2020-11-12,411.9,418.17,407.03,409.72,56592940,0,0.0
2020-11-13,237.93,242.41,228.75,233.59,97743066,0,0.0
2020-11-16,387.61,402.38,382.8,384.86,100482326,0,0.0
2020-11-17,309.34,315.78,304.49,307.0,58762279,0,0.0
2020-11-18,358.44,371.9,347.16,360.01,45071551,0,0.0
2020-11-19,270.79,274.62,269.59,272.65,90303117,0,0.0
2020-11-20,293.07,296.66,279.48,283.7,84578794,0,0.0
2020-11-23,267.76,268.71,254.9,255.7,15131936,0,0.0
2020-11-24,178.57,188.52,168.39,176.26,73557684,0,0.0
2020-11-25,336.74,342.58,327.64,331.14,58922786,0,0.0
2020-11-26,204.23,217.26,190.79,196.6,70173904,0,0.0
2020-11-27,127.29,134.65,124.1,134.23,114242459,0,0.0
2020-11-30,313.64,328.18,311.99,321.97,34247186,0,0.0
2020-12-01,173.13,176.32,169.16,173.15,114718253,0,0.0
2020-12-02,402.14,415.24,390.12,400.56,70394229,0,0.0
2020-12-03,406.18,417.94,405.18,410.65,53866902,0,0.0
2020-12-04,394.46,406.14,385.51,396.67,26924255,0,0.0
2020-12-07,231.05,243.8,216.12,235.4,46785895,0,0.0
2020-12-08,124.64,136.17,111.73,128.89,98341196,0,0.0
2020-12-09,398.5,408.08,390.44,393.47,101464762,0,0.0
2020-12-10,248.46,250.86,247.04,248.95,62701715,0,0.0
2020-12-11,410.0,410.97,397.45,403.02,28936930,0,0.0
2020-12-14,409.09,422.94,399.9,419.96,117168196,0,0.0
2020-12-15,375.9,385.34,373.73,381.06,77110920,0,0.0
2020-12-16,208.33,220.38,206.47,213.88,108896476,0,0.0
2020-12-17,235.53,243.01,221.84,224.28,111878917,0,0.0
2020-12-18,375.34,377.54,365.14,372.65,90689368,0,0.0
2020-12-21,215.08,217.4,202.56,204.3,53837854,0,0.0
2020-12-22,170.85,181.29,157.6,165.59,36384981,0,0.0
2020-12-23,287.04,293.78,278.25,280.47,58026369,0,0.0
2020-12-24,400.85,404.26,392.85,400.75,72489324,0,0.0
2020-12-25,328.81,336.44,322.07,325.03,101266692,0,0.0
2020-12-28,291.02,292.45,285.92,288.48,73954235,0,0.0
2020-12-29,149.15,158.09,142.35,156.45,44969114,0,0.0
2020-12-30,304.5,308.9,292.78,296.07,107552792,0,0.0
2020-12-31,417.02,429.08,407.79,418.6,78993927,0,0.0
2021-01-01,162.03,167.03,148.59,156.32,20219574,0,0.0
2021-01-04,275.5,282.6,268.57,268.82,63521856,0,0.0
2021-01-05,383.21,383.88,373.91,381.81,25387155,0,0.0
2021-01-06,342.23,343.78,332.58,333.35,70901099,0,0.0
2021-01-07,329.1,335.29,320.02,327.26,27433238,0,0.0
2021-01-08,330.75,338.21,320.06,330.24,94622751,0,0.0
2021-01-11,227.85,237.05,223.91,232.17,103677962,0,0.0
2021-01-12,208.08,212.81,200.15,208.87,88971622,0,0.0
2021-01-13,362.81,373.39,360.8,363.99,94826926,0,0.0
2021-01-14,363.03,376.0,356.95,357.14,49550325,0,0.0
2021-01-15,380.12,391.93,372.55,386.57,43362071,0,0.0
2021-01-18,393.97,395.04,384.01,389.92,17670492,0,0.0
2021-01-19,273.4,280.87,259.12,277.31,29223887,0,0.0
2021-01-20,270.45,272.47,261.24,270.46,85086163,0,0.0
2021-01-21,359.49,363.5,348.21,361.1,101820397,0,0.0
2021-01-22,314.99,329.8,307.15,318.14,47329598,0,0.0
2021-01-25,330.59,333.16,320.9,324.99,77023737,0,0.0
2021-01-26,358.74,366.47,357.21,364.54,48119668,0,0.0
2021-01-27,387.0,396.46,382.81,388.97,39928384,0,0.0
2021-01-28,221.4,232.09,215.65,218.67,102126721,0,0.0
2021-01-29,232.67,241.28,225.32,238.97,84824412,0,0.0
2021-02-01,148.19,148.83,147.03,148.62,82887955,0,0.0
2021-02-02,293.48,298.71,290.95,294.57,26765788,0,0.0
2021-02-03,130.78,138.79,126.27,127.22,45725231,0,0.0
2021-02-04,259.68,261.45,245.09,251.43,50261362,0,0.0
2021-02-05,282.79,288.37,277.49,286.23,104853600,0,0.0
2021-02-08,205.96,206.94,198.47,206.11,46766658,0,0.0
2021-02-09,297.25,298.89,293.91,294.92,99850875,0,0.0
2021-02-10,129.15,135.41,119.79,120.84,29284450,0,0.0
2021-02-11,131.2,133.62,126.63,132.76,59526276,0,0.0
2021-02-12,366.78,375.51,363.28,368.04,83687322,0,0.0
2021-02-15,228.06,238.56,220.07,230.09,40435339,0,0.0
2021-02-16,158.12,170.23,157.54,169.82,58563219,0,0.0
2021-02-17,276.67,280.07,276.06,276.33,71313452,0,0.0
2021-02-18,351.0,353.93,347.32,351.61,43963091,0,0.0
2021-02-19,184.75,186.77,183.72,183.95,29912584,0,0.0
2021-02-22,306.87,316.6,304.8,309.23,113121382,0,0.0
2021-02-23,145.6,156.34,140.19,153.17,99558066,0,0.0
2021-02-24,135.5,136.46,123.36,129.04,64388645,0,0.0
2021-02-25,279.41,293.49,270.62,293.43,89954636,0,0.0
2021-02-26,282.19,283.44,274.26,279.39,90156920,0,0.0
2021-03-01,311.23,319.58,306.47,310.68,29136405,0,0.0
2021-03-02,337.83,348.61,323.82,329.28,38767091,0,0.0
2021-03-03,412.76,425.89,406.5,413.3,115092014,0,0.0
2021-03-04,274.89,285.74,273.13,277.83,115313012,0,0.0
2021-03-05,216.89,229.02,207.44,208.92,80534828,0,0.0
2021-03-08,358.56,363.98,356.41,359.21,41668885,0,0.0
2021-03-09,201.25,213.56,195.74,204.01,74233322,2,0.0
2021-03-10,251.69,253.35,243.83,250.71,52562578,0,0.0
2021-03-11,143.54,157.01,130.36,147.86,46281095,0,0.0
2021-03-12,127.61,136.05,119.95,131.36,17361331,0,0.0
2021-03-15,408.79,421.14,398.11,398.3,100044423,0,0.0
2021-03-16,370.79,377.85,355.89,360.67,116204825,0,0.0
2021-03-17,328.79,338.62,326.38,334.48,76394671,0,0.0
2021-03-18,242.69,250.82,238.21,244.31,19348530,0,0.0
2021-03-19,171.99,183.1,165.77,165.86,56837593,0,0.0
2021-03-22,166.93,168.61,160.31,166.99,87265622,0,0.0
2021-03-23,195.07,196.45,188.61,194.67,114057962,0,0.0
2021-03-24,284.77,288.85,271.11,280.84,58484059,0,0.0
2021-03-25,334.38,337.19,323.53,324.44,107393608,0,0.0
2021-03-26,318.06,331.2,308.75,325.96,116069843,0,0.0
2021-03-29,203.98,207.66,198.99,204.05,100543663,0,0.0
2021-03-30,406.46,421.11,394.02,415.2,65394662,0,0.0
2021-03-31,341.37,346.75,327.02,341.85,43875186,0,0.0
2021-04-01,286.31,289.45,273.9,286.39,114160843,0,0.0
2021-04-02,303.52,315.47,303.0,309.46,38254222,0,0.0
2021-04-05,245.88,255.93,236.15,238.93,71242142,0,0.0
2021-04-06,194.32,202.04,193.08,199.09,33012598,0,0.0
2021-04-07,226.79,235.34,222.55,230.49,79384973,0,0.0
2021-04-08,347.35,358.28,345.99,355.11,87337162,0,0.0
2021-04-09,124.32,128.13,115.06,117.28,69864537,0,0.0
2021-04-12,154.82,169.77,144.36,149.31,76912105,0,0.0
2021-04-13,133.8,148.43,131.64,146.59,47502170,0,0.0
2021-04-14,132.22,142.15,126.15,138.15,59362533,0,0.0
2021-04-15,376.64,380.03,369.52,379.07,114699297,0,0.0
2021-04-16,331.1,341.46,325.25,337.55,108572370,0,0.0
2021-04-19,262.25,263.8,260.0,262.27,22775679,0,0.0
2021-04-20,149.35,150.29,142.78,147.69,118795589,0,0.0
2021-04-21,267.48,271.72,256.09,269.99,24929645,0,0.0
2021-04-22,262.04,269.25,260.51,265.57,35809587,0,0.0
2021-04-23,171.96,185.05,170.3,179.63,100417897,0,0.0
2021-04-26,250.16,261.2,244.52,247.13,113506304,0,0.0
2021-04-27,239.55,250.82,225.39,237.44,50569506,0,0.0
2021-04-28,304.76,311.43,294.57,306.65,73077511,0,0.0
2021-04-29,310.53,316.05,300.19,304.49,103606138,0,0.0
2021-04-30,133.59,139.47,127.84,130.19,60905971,0,0.0
2021-05-03,232.38,247.2,223.27,230.78,64270645,0,0.0
2021-05-04,307.76,308.84,307.11,307.53,95037806,0,0.0
2021-05-05,270.94,284.01,261.22,266.12,105505591,0,0.0
2021-05-06,376.95,385.84,363.21,372.82,67134150,0,0.0
2021-05-07,317.61,324.47,308.23,322.97,83571402,0,0.0
2021-05-10,168.88,179.9,155.71,167.98,21379878,0,0.0
2021-05-11,141.17,148.73,130.17,133.66,25463128,0,0.0
2021-05-12,312.73,325.89,310.48,311.67,70541643,0,0.0
2021-05-13,127.95,141.51,114.36,133.26,76152921,0,0.0
2021-05-14,295.73,302.34,294.27,297.36,102820133,0,0.0
2021-05-17,402.07,406.58,393.83,404.31,78872938,0,0.0
2021-05-18,292.64,301.73,290.08,297.76,32509938,0,0.0
2021-05-19,236.45,250.18,235.78,247.25,36857908,0,0.0
2021-05-20,312.99,316.54,306.37,309.14,104911341,0,0.0
2021-05-21,257.48,267.01,252.7,262.61,73576692,0,0.0
2021-05-24,283.69,293.35,276.14,280.68,29058071,0,0.0
2021-05-25,402.44,413.57,393.57,412.35,91698319,0,0.0
2021-05-26,235.83,238.24,234.7,236.95,42616524,0,0.0
2021-05-27,408.36,419.24,406.08,410.35,85984280,0,0.0
2021-05-28,391.61,405.29,383.01,389.01,103924540,0,0.0
2021-05-31,178.74,181.85,173.26,174.9,77738549,0,0.0
2021-06-01,140.81,144.75,129.74,140.17,108490741,0,0.0
2021-06-02,150.23,164.82,140.27,145.64,95969656,0,0.0
2021-06-03,125.47,128.59,112.71,122.16,98377781,0,0.0
2021-06-04,148.33,161.22,137.79,143.99,28398275,0,0.0
2021-06-07,324.9,332.54,318.17,327.68,104924682,0,0.0
2021-06-08,141.36,145.44,131.1,142.79,119764895,0,0.0
2021-06-09,215.69,228.82,211.2,224.91,41859824,0,0.0
2021-06-10,373.46,380.42,368.52,377.57,100276678,0,0.0
2021-06-11,126.98,134.94,115.04,118.78,86655789,0,0.0
2021-06-14,364.34,370.05,357.37,358.49,40897482,0,0.0
2021-06-15,204.56,213.66,192.48,207.28,97556904,0,0.0
2021-06-16,155.45,158.32,143.02,148.66,18775702,0,0.0
2021-06-17,329.02,335.19,316.09,324.35,52644716,0,0.0
2021-06-18,308.68,323.24,294.89,295.77,38547377,0,0.0
2021-06-21,383.24,387.48,376.49,379.34,109674459,0,0.0
2021-06-22,340.52,350.54,335.4,335.91,89007274,0,0.0
2021-06-23,361.04,366.26,352.1,364.55,17455918,0,0.0
2021-06-24,204.61,216.33,198.73,203.01,23053048,0,0.0
2021-06-25,173.23,175.63,164.01,170.49,27194329,0,0.0
2021-06-28,345.18,359.74,334.45,335.44,29042008,0,0.0
2021-06-29,362.05,369.13,351.57,363.28,76086560,0,0.0
2021-06-30,417.15,421.07,411.22,414.4,40476259,0,0.0
2021-07-01,243.79,245.36,240.87,244.9,57101517,0,0.0
2021-07-02,231.61,234.57,224.87,233.48,39365389,0,0.0
2021-07-05,352.92,360.96,350.35,353.8,22955229,0,0.0
2021-07-06,222.24,227.63,208.83,225.77,69062018,0,0.0
2021-07-07,399.23,411.75,393.71,411.68,76158095,0,0.0
2021-07-08,377.52,384.27,374.78,382.61,102574253,0,0.0
2021-07-09,248.7,252.81,247.83,252.04,62152541,0,0.0
2021-07-12,345.26,354.71,335.4,340.21,30239667,0,0.0
2021-07-13,346.36,357.11,336.62,348.44,106895886,0,0.0
2021-07-14,150.94,153.86,145.5,146.06,77648941,0,0.0
2021-07-15,390.77,393.7,389.23,389.65,50534839,0,0.0
2021-07-16,271.58,272.61,265.14,272.6,88252056,0,0.0
2021-07-19,367.94,379.12,362.93,368.22,51832178,0,0.0
2021-07-20,216.01,226.14,205.69,220.99,15801125,0,0.0
2021-07-21,388.66,396.04,379.38,392.82,67718185,0,0.0
2021-07-22,236.76,249.5,230.97,246.87,101884858,0,0.0
2021-07-23,123.25,135.43,119.59,135.39,29775854,0,0.0
2021-07-26,391.61,400.6,376.78,382.53,112402036,0,0.0
2021-07-27,147.39,160.48,140.31,141.12,34470911,0,0.0
2021-07-28,215.79,219.27,205.31,211.05,100654773,0,0.0
2021-07-29,405.02,407.14,402.48,403.09,114786995,0,0.0
2021-07-30,405.18,409.59,397.64,397.91,109265849,0,0.0
2021-08-02,292.03,293.36,291.13,291.93,91807487,0,0.0
2021-08-03,309.55,317.75,301.72,314.28,20254230,0,0.0
2021-08-04,254.53,268.61,240.05,256.22,52411032,0,0.0
2021-08-05,207.96,209.03,201.89,204.12,27901865,0,0.0
2021-08-06,218.6,220.87,217.53,219.72,65433542,0,0.0
2021-08-09,321.76,328.82,320.81,322.67,117071573,0,0.0
2021-08-10,345.71,359.75,339.58,339.87,59476240,0,0.0
2021-08-11,357.47,362.55,354.65,360.69,88297617,0,0.0
2021-08-12,356.89,364.74,356.05,361.47,58547632,0,0.0
